ID,Group,f_1,f_2,Feature_3
ID564,C,2802.9110665032886,405.8160569642212,-5.984310935996291
ID473,C,2754.946941183878,408.4796890797455,-223.7107541182604
ID461,A,2300.578379901599,410.7736419308261,7252.783025463337
ID758,C,3081.8087491119695,375.59732010068115,-492.09005286980573
ID533,B,2070.1872811924377,416.48995560880707,6316.815813605983
ID629,A,1568.3568716369268,370.71650194384716,5943.495608504336
ID417,A,2285.631518588459,383.7257391008997,7442.565897149894
ID296,B,2497.0638430847607,398.3173924306841,6885.88037998081
ID327,C,2604.137825044119,393.3409338338444,425.4109673867074
ID458,C,2057.3699275748477,394.7651438170023,619.1580059224989
ID329,B,2887.7313182821413,384.2260229076476,8365.56109639109
ID420,B,2848.6838229219234,396.52288187362603,8045.821491838745
ID752,B,2837.2213106114054,387.8460684938134,8251.656394288699
ID677,A,2657.273213531819,412.54171494989214,8327.156776530595
ID486,B,2687.275281924134,390.49160987778043,7869.008093681717
ID289,B,2735.6585445582946,407.2556107527325,7201.803055565733
ID819,A,2533.212425601362,387.3246251775201,8409.263293211121
ID830,C,3033.55128085597,431.15395415404515,-547.3257069069591
ID527,A,2524.9294898599474,394.04408124356706,8274.05119227247
ID858,C,2466.0524532925074,403.6222948701297,562.0677501996424
ID153,C,2703.97315128517,408.3496516103464,35.23115899741106
ID899,A,2250.2659800852766,391.12396253326153,7427.52231159813
ID246,A,2698.3991899240086,409.2050979817015,8175.43987104338
ID243,B,2410.1658839215133,388.46505214143815,7489.414279369459
ID570,B,2319.5603333468894,415.35668049938346,7664.910370780681
ID562,B,2606.3474415597448,398.1208930137804,7039.5783145086025
ID478,A,1940.6172624329315,419.03208042944664,6163.335508696279
ID663,A,2244.954749849641,399.25447371477514,7024.429743790259
ID302,B,2812.2000383006407,404.28932592936064,8172.284088776091
ID617,C,2418.548056739929,395.48232377149503,680.6556956350428
ID591,B,1952.2497601775908,351.1044941381746,6334.902487637362
ID717,C,2609.1717589451046,410.1271900331018,583.2205634405591
ID500,B,2590.220205426256,409.9682493732172,7693.767556136352
ID645,B,2629.8937416177714,390.3462408317555,8223.600733068168
ID531,C,2316.802300480908,401.7327923895772,732.5137412513122
ID190,C,2323.696287250279,405.64013841995217,605.7554396017263
ID727,A,1957.3683521522378,395.363815725961,6175.899144907371
ID876,C,2200.0221211493454,424.79025234503877,680.0398335492741
ID248,A,2468.518303148463,430.13355698144085,7681.8536313457935
ID685,A,2268.3733162476037,399.8185814791622,7106.036211379611
ID398,B,2286.6073437304526,407.422597637601,7010.591984896422
ID691,C,2835.902914401111,403.70658722056334,259.0144097587945
ID847,C,2026.5059078355498,399.166098064984,742.1160485575406
ID895,A,2865.715088313841,404.133573786898,8784.804197592342
ID501,C,2433.7924958740314,385.77922135809223,744.0664910168825
ID714,B,2324.4214781663036,403.3251865402131,6822.80189343739
ID737,B,2200.3443814717907,422.7118206141102,6614.705988035415
ID594,A,2216.0218391340027,402.5321668462326,6887.742674964903
ID365,C,2666.226356640277,387.25933148136824,-162.84946785182865
ID427,C,2856.3321693834237,404.99172189405147,169.15147766254404
ID782,C,2442.934090501766,394.1100654999933,621.646540927688
ID716,A,2572.0074981237844,416.3567987924729,8407.683389847989
ID344,A,2749.3295128101395,413.0506647763248,8914.333307334487
ID715,C,2149.818025251827,402.3648754223518,809.4940111208534
ID824,C,2528.420321670404,429.55222510694165,812.5217380934514
ID144,B,2121.8625542718887,388.09522100490796,6485.123345765707
ID806,A,1981.0218742213028,378.54517198754615,6114.363419283602
ID263,A,2798.2136942951674,421.3111695285185,8751.46284239234
ID293,B,2918.832789462795,407.0561194835355,8076.319854900144
ID832,A,2999.4536075187266,415.25027862836,9892.110389020288
ID451,B,2430.537987374012,382.9047499230666,7717.184513954104
ID776,C,2680.2028138893256,391.0011502075658,-79.64565370466835
ID475,A,2464.3989626542734,405.72000368779294,8109.36103533688
ID238,C,2232.9600476946757,379.64003780451736,348.4446724609297
ID456,C,2480.9333842719902,412.6822607995374,781.9364894500536
ID553,A,3067.6408636865776,421.58887691621754,9524.663050932128
ID833,A,2323.2281830780857,427.4116699183407,7919.828491975856
ID671,A,2720.395420213782,389.2666753590006,8863.689311952301
ID205,A,2041.2851473573294,418.737613149876,5754.789677442065
ID140,C,2426.7657182574208,379.20030255564234,981.7853654767582
ID463,B,2191.651565674465,395.5240907901086,7145.117081693922
ID851,B,3016.826221583793,406.72082324583545,8220.289764741416
ID362,B,2352.4391386350744,389.25346019447795,7598.96952041727
ID282,A,2470.8391281171084,407.83096599250155,7697.77984346978
ID504,C,2377.762324494944,394.74283626660133,1041.6643632988785
ID295,B,2423.089287500634,430.53484003803976,7148.320911393649
ID637,C,2756.6116789565604,391.847107327304,463.59670539571516
ID877,B,2727.4739575121534,376.0710675177344,8013.482105468542
ID841,C,2205.4944354086547,398.2577234506427,993.8613075327705
ID223,B,2152.5181954313466,408.9223030143534,7522.38279282666
ID802,A,2439.0524325617807,368.99495742538153,8058.240381257174
ID245,C,2328.4232592441226,411.45325748846614,487.6489282900143
ID445,C,2176.2212287225007,427.6906771273842,739.6334612645928
ID741,C,2363.358257618454,419.9371062291187,837.9474487231089
ID299,A,2310.089090298433,409.85343939600835,7591.79960599328
ID457,B,3178.0905280045454,393.8478190157923,9264.839945960242
ID529,A,2576.0845749816094,391.7063393413463,8425.634138065237
ID620,B,3011.8208798592455,375.7435328990732,8691.31373751281
ID183,A,2011.350070638672,414.755181434324,7210.752895110625
ID211,A,2244.784246235837,380.29147587383,7663.5431816237815
ID577,C,2669.950405545931,398.0243862291051,-67.32161612009895
ID643,C,2291.243656475299,410.28307910928066,305.48874360166883
ID568,C,2272.040698971074,405.51866591973373,1274.23162065007
ID805,A,2737.0874602914096,401.4406092382408,8155.033990506496
ID672,B,2296.1519103058845,396.3084209870957,7597.693512409511
ID342,C,2976.2287874691283,416.5534889131328,-172.88183508831844
ID390,C,2546.2168415803103,377.0435010927701,384.1253533591712
ID648,C,2111.4044325941904,416.1455586564472,955.1212904177264
ID891,B,2061.1968013540745,387.8782152430569,6512.894691533867
ID229,C,2503.6331855899,407.6173544717909,629.9709089227035
ID470,A,2671.9232179049704,389.17583457888895,8625.41803156846
ID749,A,2501.4290504502255,399.8888797984357,7962.219683752258
ID113,B,2507.389127687487,413.28421949860325,7945.0655451095645
ID661,A,2726.5287347047365,415.1480969215698,8830.243950481938
ID879,B,2397.722442616928,398.39656830449024,7305.843775141826
ID678,B,2379.2646567210086,405.0380320765973,7374.616323201552
ID615,A,2558.5960825219136,417.0740359223728,8251.187284522646
ID552,B,2785.471354569755,388.6451519881326,7835.057036338201
ID439,C,2677.0009076273927,400.53915100930493,638.403022235223
ID448,B,2647.7166020699406,391.9108068882978,8232.463547587757
ID859,A,3088.4873752224867,378.94438953272066,10056.815776282081
ID150,B,2638.6543052075176,396.35709300724983,8074.152568124004
ID601,C,2764.3357710111204,409.18370935226955,672.8622594379744
ID148,B,3036.9222969782236,390.87320795023726,8645.434464428174
ID796,B,2281.8260429985926,375.213538926449,7596.137564515417
ID199,B,2521.134226864024,397.3086078886314,7065.56086485945
ID225,A,2348.7573364950945,403.692352159469,7175.297119458106
ID314,B,2125.408423762558,395.7219950976481,6756.717824122134
ID120,C,2604.1669605840957,403.4036344935248,159.06459797935258
ID729,A,2295.4023640115156,418.01517714067,7299.884495886822
ID709,A,2266.456217860493,378.69037288657296,6866.39123009017
ID372,C,2236.6394057173197,434.9156066726069,746.9956291476742
ID510,C,2521.4521001686653,419.1130474657693,1147.3949283620505
ID449,A,2826.6325788048935,380.1713013058116,8532.835481456226
ID679,B,2564.3371874309137,366.90954503224555,7535.918636168133
ID250,C,2819.843781693541,401.30195257089105,-107.61327702331846
ID703,A,2692.330606453156,408.40010981254164,8937.06415834392
ID846,C,2933.2245555420454,406.3357546976774,11.018271232212555
ID886,A,3066.495351259805,419.1919362849436,9504.404162415798
ID235,B,1955.3744671334803,420.44057938337806,6263.132799692698
ID890,C,1868.045129066364,395.7665470307208,650.3280564444083
ID762,A,2529.4081690217263,389.1512800024898,8422.860160294915
ID786,C,2270.467563270382,417.8626068919367,766.3138312232209
ID880,A,2564.983145335628,420.49951058336535,7464.917912395947
ID850,B,2463.5847816909118,372.4622528509292,7202.068232640644
ID202,A,2797.1986798864004,408.05617886115215,9290.40842479825
ID520,A,2299.9257040508332,407.1011935595518,7603.642354915015
ID881,A,1933.1847479598323,416.1466562045823,6605.887155063237
ID237,A,2808.3170702046873,429.46750509781816,8829.631239938823
ID700,A,2893.2952523780764,392.5982596702638,9177.230331254923
ID517,C,2931.0917863436607,375.9124978723105,-462.7382456113087
ID109,B,2638.343991145079,441.68783209919985,7712.479979375689
ID326,B,2624.408467904682,408.66634382638085,7746.39175659863
ID436,C,2508.006104586345,380.08825249300446,359.3196968615962
ID760,A,2672.1979682608508,387.9708839256763,8992.094531722374
ID252,B,2403.684119591826,396.1909177159605,7302.553101851529
ID821,A,2332.24541367834,383.09908146311506,7824.391655654699
ID896,B,2616.7348947632136,415.0422023038593,7945.327513481742
ID373,C,2407.254228952487,408.27124441579303,669.4068176677868
ID472,B,2133.5700306105305,387.51011214993326,7045.038972230825
ID186,B,1714.4563415822668,382.6967090351558,5727.85891580723
ID815,C,2758.790926295592,412.62846352956325,-63.12388664102673
ID719,A,2136.595621618609,398.49098724671194,6968.352914483271
ID352,B,2842.0622059030266,421.02075754434003,8515.097847141977
ID826,C,2995.153574669528,400.5774409085685,165.85796614006085
ID145,B,2027.5946105862722,392.444092647884,6589.488822535668
ID680,B,2725.109404167217,381.51706028774066,7989.933521942181
ID756,C,2742.918575072959,405.6131762822281,-31.907203298770128
ID575,A,2687.1169882008626,400.758970065976,8784.688292315153
ID515,C,1947.9713956976352,396.79508572168686,554.552012509534
ID155,A,2206.4780703888973,421.1421897146941,6980.029576684951
ID844,B,2922.47542844686,367.3637617243559,8257.18284843343
ID491,C,3039.2586108213463,421.38134237627287,-18.51736522243982
ID754,B,2812.9194728216544,416.80148463382375,7865.626037010435
ID561,C,2810.5121020421852,407.19704262897886,-87.71424813340445
ID423,A,2454.841741475039,369.29651839918506,7991.384556381545
ID389,C,2416.848209915193,396.6899292453063,374.7245397565307
ID684,C,2828.835589651606,368.81142335509924,-301.43365871165133
ID480,C,2093.861537976488,403.3813679415945,1058.795384487014
ID188,C,2302.1109146328236,407.4083457601118,645.1744337668911
ID800,A,2322.91320240717,406.60174343267465,7221.062520422056
ID817,C,2324.2001047817434,386.4809209433677,838.327096813742
ID781,B,2015.8276600434917,379.5221356193459,6414.74090510156
ID335,B,2814.8908275135987,381.5828032438197,8341.334511804234
ID744,C,2454.010410531432,397.1721974662805,398.6560774708828
ID339,B,2067.4441431275936,392.65868184449675,6378.078112448487
ID868,A,2628.936313215974,385.48045542268824,7770.585921602662
ID702,B,2863.216058506935,389.93533738617197,7871.468994289701
ID579,A,2535.303846714808,399.41437812415285,7409.906258498084
ID135,A,2264.758841926513,398.0825688304412,7496.529065423327
ID750,C,2606.876265095677,408.5407397337061,572.2772105121935
ID523,A,2410.4756888066695,392.18576621421727,7188.671637996681
ID102,C,2349.4115222164123,409.71094057364326,579.530303847997
ID652,B,2331.174370892822,397.3461726399735,7273.382578803301
ID633,C,2275.734171765177,389.9227408270212,-13.757350756779942
ID884,A,2861.9647052550076,394.2101432034104,9032.878207904716
ID321,C,3133.111214274133,406.9798809669862,-166.84788269810724
ID689,B,2133.57119260881,432.11316499790536,6588.805729774003
ID549,A,2197.6365577220686,392.0399982268211,6965.9839369710435
ID474,C,2678.724221766297,413.3868820171711,183.5921125155628
ID430,B,2611.039651612811,392.57524282681135,8433.413788561895
ID340,B,2482.244050620598,399.86230917883705,7773.366425506027
ID827,A,2712.4546864924314,409.497337643264,7849.139646367066
ID705,B,2760.249863311791,391.491441807233,8109.676189896878
ID865,C,2650.0090310051746,393.2677345552934,-152.5461500483093
ID174,C,2603.5042621128105,420.50113811668547,329.1316034160741
ID131,C,2618.940857677301,395.76324353383,334.1741372985348
ID639,C,2639.6199570544627,389.89841356468065,206.51402119529075
ID267,B,2917.457224931818,379.47252723391375,8254.641608064467
ID487,B,2079.4174858458164,388.28147261999914,6553.422608992587
ID512,B,2398.1629774777466,422.5173230270589,7141.376874252088
ID492,A,2328.652724487335,394.1733443905857,7189.317418959263
ID385,C,2615.8566215476094,396.69210978820615,230.85798601021406
ID499,C,2506.0017060166447,370.7921943447709,746.1317440939442
ID558,B,2317.1792650177754,390.9165524903842,6951.734202458385
ID185,A,2901.7000313453545,387.02964954393906,9254.411697344682
ID268,B,2430.287944130908,386.06038250293295,7240.801827906748
ID718,A,2435.3190728701657,387.1229438819417,7067.188883852408
ID502,B,2532.2107197470164,399.937312812249,7427.646889390606
ID236,A,2606.30590184614,394.8191875953628,8975.036014208137
ID167,C,2141.705082202386,379.22789907933293,748.6723878959228
ID194,A,2493.481672593088,392.2315266841273,8041.301270572241
ID165,A,2681.7236204587716,408.83447047534025,8119.787912250771
ID320,B,2451.232719476688,434.20938120538,7855.056247636892
ID726,C,2939.560344309918,380.5692130834549,96.6786982304775
ID280,A,2698.327385266996,408.23670186246113,8293.949366973466
ID198,A,2325.410804477053,396.01203590214044,6810.131137193723
ID592,C,2564.3913902400714,415.194609387007,603.0016550022101
ID369,C,2650.4224620360364,405.71390935575573,710.486508899311
ID712,B,2324.4592547308607,407.7057403766607,7478.425511975709
ID124,A,2924.9105465084385,412.2021934890048,9697.418407838253
ID253,C,2494.4440257280885,421.465542529858,971.4483020123348
ID129,B,2785.8208915239743,402.8101014318443,8099.809090439183
ID606,C,2049.075217845014,422.02705851976157,1222.68173748288
ID331,C,2663.0071714092883,411.06218399148554,720.7933483805755
ID885,C,2989.046641463748,399.26900434974993,86.50231720088323
ID632,A,2491.8070805847588,365.47231747506294,8109.736293944049
ID743,C,2715.8793991827038,390.6875016447756,224.5558795035272
ID761,A,2724.326793179155,401.1026532742813,8938.8553993063
ID349,B,2106.409645712781,382.1580296469512,6667.298451279885
ID378,C,2166.2940868543255,405.4564587057268,677.7532845181038
ID438,B,2699.7660816672824,389.2217315713978,7376.519220395532
ID306,C,2876.344096725296,413.4245980202333,204.80478662191354
ID550,B,3143.5618344708255,432.09718552567676,8659.252791501705
ID566,C,2809.030264831303,394.5187113267966,297.683546295199
ID386,A,2717.695494261949,390.1121304252557,8577.80695785573
ID735,C,2494.6576922357976,385.0219982664039,814.8426166739391
ID471,C,2572.0754340663534,431.8740883882291,613.5942586334149
ID690,B,2074.88847874243,400.28864683129734,6801.599164492201
ID813,A,2332.093224455305,387.8142963788135,7361.551661032579
ID104,A,2650.4241207319615,383.1593926381038,8070.068949593629
ID206,B,2597.5503989590034,407.06947915810446,7959.689806588234
ID511,B,2606.123947166343,395.7866399346602,7812.64004492721
ID151,A,2676.9905334775426,380.6367021417555,8337.630046250206
ID387,C,2059.427286340853,401.1802299683085,1345.173861636301
ID738,A,2427.4094057321154,393.6988189233117,8065.949248754956
ID111,A,2524.6659157975514,423.06910099263877,8064.368755638318
ID288,B,2837.5413211055143,404.00475981252123,8622.174210635327
ID273,B,2201.074211057305,402.9208700898541,7494.932910134912
ID409,A,2188.004591076052,400.5343480165546,7214.2139522406105
ID426,C,2923.2103627960637,411.2522083736642,-228.95544751328907
ID396,B,2243.7489748507383,401.79995345613025,6995.335100495334
ID634,B,2027.7707911971765,381.81318377082846,6402.103540775588
ID746,A,2485.1908437363763,405.772751975714,7738.325014000843
ID775,B,2364.4191249574146,403.148622669069,7366.390771582179
ID657,A,1797.7809315237344,382.22798118609364,6124.894901426703
ID882,C,3075.5855697632014,403.9645485844441,130.2679009394883
ID130,C,2212.396170940567,410.8280095429959,1209.7924968291031
ID872,C,1967.1781746719257,425.56959143123424,629.2604122302059
ID628,A,2452.22342477951,407.28681524014803,8172.178982609524
ID164,A,2437.593992035007,411.4063626376181,7772.367416592433
ID494,A,2726.1069672940084,383.2460288216,8257.55007247517
ID674,A,2464.632679137902,414.46174843171764,7666.776482212454
ID189,B,2177.8757581394243,399.05228899874146,7015.340228619338
ID668,A,2256.2498713117666,390.8562702012828,7322.917068409933
ID567,A,2219.4787393540955,435.9416111216794,6679.821802155169
ID699,B,2544.1101231155753,385.4910956707272,7727.400225302423
ID870,B,2787.0839859285256,394.9950710984763,8163.5716340158315
ID490,C,2675.525487234849,380.4206080214207,361.4606198465899
ID495,B,2674.2030536306934,416.8042618051427,7833.86759665631
ID525,A,2539.377907857609,414.9481393200163,8314.033641011969
ID839,C,2389.1866543686456,391.1453978716585,418.66065888091634
ID401,B,1922.2296791297267,412.89527183725454,6047.7984536725435
ID535,C,2396.028280538653,400.49298191051946,746.2447518805379
ID739,B,2647.8217427273894,366.30964081471177,7641.788987315807
ID829,A,2335.197365673096,390.83222633968927,7719.668025738006
ID612,B,2933.0984043797416,416.5761923162117,8576.345636249933
ID356,A,1868.6103735916195,422.2051696927786,5860.383367038231
ID118,A,2807.659777148473,377.1139224206198,9226.51599481617
ID742,A,2809.282367725362,394.9942872365323,8749.628927498397
ID260,B,2344.9626443087745,411.84276314032314,7275.535452460104
ID460,A,2276.985106376929,386.78520837292,7146.082067015115
ID315,C,2791.173695583071,393.51256454252075,-26.159033897230984
ID483,B,2469.46320661744,403.19833788657064,7476.403277589029
ID605,A,2413.6772099464188,401.88862860689994,7747.294722995762
ID162,C,2466.6417490824692,409.4798065172533,-488.73592404757187
ID780,B,2632.8722414997515,377.62810022329177,7981.569662951411
ID708,A,2358.5703485574563,398.557860933689,7527.050647647014
ID361,B,2679.1504261125233,391.9912382676426,7961.516646005943
ID759,B,2088.6827760542205,388.494703365326,7066.16882581631
ID820,B,2208.0575782601995,391.6203849093796,7419.526688671071
ID736,C,2362.739434466259,394.049187731897,561.4043025491726
ID748,A,2294.309118988952,388.66518854755446,7872.286517027134
ID650,B,2690.9396842119,386.6498387597669,8122.47941456304
ID777,C,2369.7831822488893,416.2219743859797,348.1819791164826
ID644,A,2432.3313774763524,411.3622425885903,7754.099880062982
ID816,A,2271.087454160318,359.5650572530411,7872.973924278525
ID497,B,2318.4389381297606,399.51799555310856,7535.1106665752895
ID425,B,2545.6180493978054,392.67701584434514,7514.599932982319
ID437,A,2048.114622974146,408.5458653622552,6676.309120637317
ID122,B,3099.275612753816,405.6177227288697,8369.727085370518
ID192,A,2572.292156790451,401.42177907236874,8327.239288748493
ID522,B,2639.1343597326154,380.5013368029413,7831.902825531645
ID197,C,2792.848217363239,416.6406592377383,-167.85172836620768
ID428,C,2700.487499940981,417.0904334485224,390.5950805022039
ID843,B,2333.926975021899,399.17108518432406,7196.877606506527
ID466,B,2637.352855494383,402.3094698490688,7635.328351353232
ID358,B,2898.7230304566115,395.9927152526026,8473.404227187657
ID429,C,2227.8378161442283,387.52393395000496,605.2223944329958
ID277,B,2508.5487335588246,373.1534456447676,7736.179195988796
ID133,B,2810.4158819831346,412.8897905522271,7678.385683345428
ID159,A,2631.1787492896983,411.2137999096694,8438.614385741883
ID818,C,2282.99804846898,393.86616535390056,1039.2756853352826
ID247,A,2769.0821132886545,416.5794375598225,9047.89319142334
ID518,B,2210.6268411312367,421.9142035063403,7025.315987440659
ID728,A,2543.1149229675534,409.2953966187037,8618.808245206033
ID177,B,2220.231711295846,398.0496834279072,6894.700439411248
ID539,A,2444.0327402406424,415.99962778991244,7742.412486882541
ID835,B,2694.032450563851,385.6620454825631,7299.593854758545
ID317,A,2414.8675959115144,364.86800902639635,8004.177706577639
ID258,B,2369.678912411001,393.60953579163004,6964.701277400361
ID855,B,2487.0011598157676,413.28374725664236,7732.854200189934
ID900,A,2358.094203910495,386.34606309208493,8087.697765012285
ID239,A,2370.331418732485,403.14331790597566,6848.981839549846
ID169,A,2316.0605359338506,396.01691599859134,7682.4330796615595
ID740,A,2490.6230832214083,383.4559154799114,7922.583399126464
ID137,A,2996.4285082531196,394.7375211555375,9856.236840278048
ID765,A,2003.8093055817326,408.0533316699717,6581.9027484206
ID862,C,2268.8640849679023,427.9274993474009,389.056869492244
ID419,B,2630.0582862627202,408.9276004750309,7873.721770584021
ID221,C,3095.9280618622297,399.293866929163,-101.53224882983841
ID391,A,2393.088308687906,385.4107414761272,7987.129214423545
ID218,A,2244.9892555200777,391.15007905488744,7438.214786242615
ID112,A,2716.051224324012,406.81828511457235,9011.2677983598
ID596,A,2218.8858495136815,418.7508644457491,7281.382034976386
ID175,A,1995.1261234974495,410.36980897330847,6843.141312396954
ID123,A,2244.105387734704,406.848783858025,7080.115388629395
ID447,B,2260.433192041525,414.329273111416,6717.756590698679
ID411,A,2650.6458800054306,393.6780598101263,8744.461010152008
ID184,A,2277.874736576502,434.0332335162251,7486.6371776699425
ID364,A,2526.610798446473,411.68419003277006,8579.669392552241
ID600,B,2803.438338938218,372.5870551801895,8114.092750326319
ID528,C,2143.78639779016,409.18946004100525,529.7933066576195
ID379,A,2561.2580547065586,396.68858901410255,8578.026787161392
